,Datetime,code,name,price,ushadow,dshadow,RF,Turnover,RF_2,RF_4,RF_6,RF_8,RF_10,RF_12,RF_14,RF_16,RF_18,RF_20,RF_22,RF_24,RF_26,RF_28,RF_30,Turnover_5,Turnover_10,price_5,price_10,expect_max,expect_min
15,2025-01-06,3021,兆威机电,156.09,0.023063617143955373,0.012620923825997814,-0.0132,430019313.5,0.96745872,1.0003938011099136,0.9978199879384181,1.0455062042899903,1.0361127597019884,1.0330837047712549,1.011155841963914,0.9906466489138273,0.933879604178185,0.9767328177389908,0.9755842678512833,0.9947144412245231,1.0758841144485964,1.0596773189137771,1.0195539088458891,0.7475630593704279,0.6718105433037119,-0.06169517586008051,-0.07196489204945868,0.3360881542699725,0.037606509065282845
16,2025-01-03,3021,兆威机电,159.38,0.07039779144183711,0.00351361525912914,-0.01960000000000001,647378178.66,1.0154002800000002,1.0445944189943808,1.0597034326707155,1.0523928989878872,1.0602621247943531,1.0422964496050482,1.0316494747560485,0.981611565978861,1.0033432877479853,0.9657460582366572,1.0179966767394273,1.0381601165556715,1.0870049271435456,1.000185908832886,1.1395075051338992,1.0496870152739537,0.9356746265923098,-0.05916677123854942,-0.05828209311080429,0.30850796837746275,-0.020642489647383577
17,2025-01-02,3021,兆威机电,170.42,0.02617063724914921,0.03966670578570585,0.035699999999999996,715343466.68,1.0340428799999999,1.031382494478336,1.0806726764424537,1.0709632755204153,1.067832335803697,1.0451669110635686,1.023967874219819,0.9652914226440432,1.0095860397423373,1.008398857422344,1.0281724901136071,1.1120723729159179,1.0953204483120242,1.053847453921227,1.1046388544260077,1.0540754936631678,1.0417359999048412,-0.01008097641121928,0.00671282713296548,0.14681375425419563,-0.0840863748386339
18,2024-12-31,3021,兆威机电,168.03,0.04356364934833062,0.0017853954650955863,-0.0016000000000000014,481404988.88,1.02875136,1.04363121967104,1.036431562721144,1.044181438274129,1.026488243242407,1.016002747956745,0.9667237495530936,0.9881258726341747,0.9510988693411205,1.002557017947077,1.0224146447504145,1.0705186403371345,0.9850163807645257,1.122224927034587,1.1380222628874679,0.7538632545338021,0.7189646457624386,-0.018103910016068567,-0.004761054573587949,0.058739510801642636,-0.07105873951080166
19,2024-12-30,3021,兆威机电,174.68,0.014369132127318473,0.0404167620792306,0.0304,601994787.9,0.9974272,1.04509464485888,1.0357048979636274,1.0326770354085286,1.01075780441868,0.9902566847322802,0.9335119861219326,0.9763483306827058,0.9752002329171726,0.9943228757724314,1.07546059687188,1.0592601810787812,1.01915256543445,1.0682718055425398,1.205843100870044,0.8590401227025333,0.85283216368585,0.01934966796427751,0.03464621021296096,-0.024387451339592525,-0.1064231738035265
20,2024-12-27,3021,兆威机电,171.54,0.04599510318293119,0.012125451789669955,-0.032,637550992.8,1.014464,1.00746555778176,1.0149988411914508,0.997800132426952,0.9876076838982211,0.9397059261754888,0.9605099065280213,0.9245177273360985,0.9745377327589411,0.9938403821409427,1.0405999758164446,0.9574873181839835,1.0908611844115441,1.106217019132269,1.12825439979504,0.9043890207850185,0.8840602601176283,0.015238428354902673,0.01607788270957217,0.018304768567098062,-0.0900664568030779
21,2024-12-26,3021,兆威机电,176.02,0.0011362345188046165,0.06987842290648796,0.048,956932676.71,1.0477904,1.038376432850064,1.0353407601161555,1.0133649898646035,0.992810988844379,0.9359199208944098,0.9788667590804679,0.9777156998697977,0.9968876683656024,1.0782346790541506,1.0619924753192826,1.021781404632288,1.071027344694971,1.208953496425648,1.1425906902056595,1.2475765243341361,1.272030670008955,0.04256334507442362,0.037961595273264495,-0.007612771275991359,-0.09453471196454954
22,2024-12-25,3021,兆威机电,165.09,0.03652553152825732,0.007208189472408975,-0.00020000000000000017,515036396.83,0.9931013399999999,1.0005272155457965,0.9835737221103478,0.9735265952248882,0.9263078100114827,0.9468151718819211,0.9113361611019203,0.9606429925152011,0.9796704290550899,1.0257633349398743,0.9438356789240263,1.075307930504724,1.0904448251808532,1.1121680018167626,1.1062850890760325,0.7413553995976541,0.6924561440279998,-0.00801986795081461,-0.032012841480404605,0.06620631170876501,0.01780846810830461
23,2024-12-24,3021,兆威机电,169.17,0.020748359638233845,0.02133948099544828,-0.006699999999999999,792365651.4,0.99101541,0.9881181962691732,0.9671447551577144,0.9475282354604309,0.8932320060332771,0.9342200110637279,0.933121452410518,0.9514189749835487,1.0290556957328016,1.0135543094489916,0.9751772917868764,1.0221770925702038,1.15381234302743,1.0904763874584646,1.2085262795447516,1.1310173314652918,0.9780002839343114,0.015262753443281702,-0.022498078855588955,0.04049181296920268,-0.02411775137435701
24,2024-12-23,3021,兆威机电,162.81,0.036054296419138904,0.00743197592285491,-0.0023,622875077.38,1.00747746,0.9904061977303824,0.9802892776530623,0.9327424832711259,0.9533923012146184,0.9176668325731192,0.9673161779393038,0.9864757901294242,1.0328888841695392,0.950392110964251,1.0827776453354943,1.0980196896933532,1.1198937681594132,1.1139699892822947,1.1883294243746698,0.8760816774156165,0.6809119048161415,-0.019323137399422558,-0.08095940052822298,0.08113752226521709,0.014004053805048766
25,2024-12-20,3021,兆威机电,169.55,0.026127985844883385,0.035564730168092015,0.0098,947956450.19,0.99707652,0.9759129327340271,0.9561185687924175,0.9013300873225343,0.9426896914385295,0.9415811732034702,0.9600445819339466,1.0383851606634469,1.022743238118761,0.9840182926992794,1.0314441957771412,1.1642728572983845,1.100362695125462,1.2194828328095844,1.2696794290702589,1.2855867895152933,0.9662199353311476,0.005378944264228877,-0.05094662341492171,0.03815983485697427,-0.03975228546151588
26,2024-12-19,3021,兆威机电,165.45,0.01112118464792991,0.01964339679661529,-0.0126,595379735.1,0.98305544,0.9730136073248351,0.925819703471208,0.9463162592388106,0.9108559436884267,0.9601367934715918,0.9791542037371478,1.025222821530458,0.9433383362881895,1.0747413101782886,1.0898702286534063,1.1115819585278,1.1057021457157907,1.1795096878640539,1.2638955853648488,0.8072490232495785,0.5748601174675507,-0.02839528558476886,-0.08550619522514351,0.06388637050468438,-0.015956482320942822
27,2024-12-18,3021,兆威机电,165.96,0.01012292118582778,0.01669076885996632,-0.004399999999999999,544312163.56,0.97877436,0.9589219579580688,0.9039728338227584,0.9454537064402334,0.9443419379722935,0.9628594823734759,1.0414297597374442,1.0257419742656873,0.9869034853004858,1.034468443582586,1.167686565619241,1.1035890155406145,1.2230584196382284,1.2734021949190608,1.2723437430146445,0.6865335787213404,0.4834080984657042,-0.05046999276934204,-0.09718004338394802,0.021631718486382345,-0.018980477223427328
28,2024-12-17,3021,兆威机电,166.01,0.0651767965785195,0.006204445515330409,-0.016900000000000005,844368163.43,0.9897850799999999,0.9417777124260744,0.962627559681487,0.9265560278964803,0.9766863133086285,0.9960315195826064,1.042894204960056,0.9595983073835486,1.0932662253293552,1.1086559153300715,1.130741882195169,1.1247607212425281,1.1998404564691223,1.2856808822143833,1.3221844480945668,0.9179896786967694,0.6945967498744985,-0.08044093729293425,-0.10631287271851111,0.02132401662550465,-0.01927594723209436
29,2024-12-16,3021,兆威机电,176.22,0.021734195891499334,0.013732833957552988,0.0068,754846397.02,0.97971708,0.9235763325704184,0.9659567568159769,0.9648208786060696,0.9837399933254032,1.0640141408459496,1.0479861510324884,1.0083054130070241,1.056901862021177,1.193008943980961,1.1275213784110718,1.2495815885882302,1.3010171158540165,1.299935710427319,1.4086623852448876,0.6748414257820385,0.5927032571157829,-0.0556463511519692,-0.04898989898989905,-0.03785041425490854,-0.0760980592441266
30,2024-12-13,3021,兆威机电,177.1,0.05488424618859401,0.004799548277809116,-0.026900000000000004,948801534.04,0.95149718,0.9725622047985276,0.9361184024884274,0.9867660495636372,1.0063109049720231,1.0536572292644135,0.9695016895824986,1.1045491060840755,1.1200976229406,1.1424115245252726,1.1363686359492589,1.212223219680299,1.29894954793053,1.3358298430751925,1.431608415358134,0.7746435228552332,0.6896325422965572,-0.06006775832862792,-0.046374929418407644,-0.004968944099378869,-0.06578204404291366
31,2024-12-12,3021,兆威机电,186.39,0.036214389183969097,0.006223509844948746,-0.022199999999999998,871878158.29,0.9426969799999999,0.985954799130354,0.9847954050225086,1.0041061990318707,1.0860422488969463,1.0696824342722373,1.02918019251744,1.0787827257448417,1.2177076100183544,1.1508642662543678,1.2754514686915843,1.3279518571361608,1.3268480635525095,1.4378256886619631,1.4605907252775217,0.6536561350037879,0.6294574048021399,-0.014249691507055132,0.010419013895595144,-0.049841729706529336,-0.11234508289071299
32,2024-12-11,3021,兆威机电,191.1,0.024489795918367384,0.02825745682888543,-0.0359,1179112593.51,1.0221388200000001,0.983837285243901,1.0370667095026358,1.0576078690764203,1.1073676847517442,1.0189222942126834,1.1608537884306451,1.1771948950396258,1.2006462536497193,1.1942953272328762,1.2740166183995405,1.365163844133022,1.4039241220611842,1.504585032357252,1.4492382099245766,0.8080892670602471,0.8661131919445727,0.006593406593406695,0.05209837781266362,-0.024646781789638972,-0.13155416012558863
33,2024-12-10,3021,兆威机电,199.32,0.017860726469998006,0.07224563515954248,0.0602,1838129989.76,1.0458873,1.0446574306650571,1.0651420555435223,1.152058691115088,1.1347044246097377,1.0917402032171992,1.1443578887298884,1.2917274965900012,1.220820996217011,1.3529813882416217,1.408673078740701,1.4075021896776518,1.5252257291223772,1.549374567082544,1.4841125242801934,1.216140258646091,1.3922810133018397,0.05702388119606656,0.10920630142484446,-0.04124021673690548,-0.1671182018864138
34,2024-12-09,3021,兆威机电,184.78,0.041346466067756174,0.047137136053685504,-0.013500000000000002,1286194857.29,0.96252805,1.0146045617391146,1.03470081400139,1.0833828664796668,0.9968531419369079,1.1357104981402089,1.151697667680429,1.1746410860803813,1.1684277163378611,1.2464222994676404,1.3355953393229132,1.373516096435105,1.471996761024351,1.4178487124914958,1.4547158415694934,0.9003327703642588,1.046979058040769,0.005953025219179688,0.06400043294728863,0.07868816971533721,-0.04632535988743369
35,2024-12-06,3021,兆威机电,183.64,0.09758222609453288,0.04002395992158568,-0.0243,1493926159.93,0.99882409,1.0184099716513646,1.101513223379888,1.0849203586368605,1.043841151161506,1.0941502862974704,1.2350541942616582,1.167258648438518,1.2936206302931699,1.3468689014014235,1.3457493839705787,1.4583079162758523,1.4813972471819326,1.4189985137788683,1.4576650880805313,0.978474364824924,1.1981766760723065,0.004094968416467053,0.06618928338052728,0.08538444783271615,-0.03561315617512517
36,2024-12-05,3021,兆威机电,190.36,0.03530153393570077,0.05447573019541922,0.023700000000000002,1498319200.74,1.0541038900000002,1.0749825046671524,1.1255597865222389,1.0356613939062949,1.179924572733448,1.1965341349589023,1.2203707581097312,1.2139154971513413,1.294946468799159,1.3875910830057505,1.4269881240708828,1.5293027159305652,1.473046642631865,1.5113490371210412,1.473501154426389,1.0431037768367497,1.1997539529511376,0.055211178819079734,0.11095818449254051,0.04706871191426765,-0.0353015339357009
37,2024-12-04,3021,兆威机电,181.67,0.05581548962404368,0.03699014696978037,0.029699999999999997,1440658396.02,1.01960894,1.1028100287207612,1.0861976292911202,1.045070059495167,1.095438423293806,1.2365082166386858,1.1686328554996284,1.2951436026069114,1.3484545626061377,1.3473337271736996,1.460024774007856,1.4831412878537327,1.4206690927717496,1.4593811890145052,1.4375164627582637,1.1400939210365606,1.1860791280019796,0.050762371332635836,0.09010843837727736,0.09715418065723558,0.010843837727748218
38,2024-12-03,3021,兆威机电,177.95,0.04591177296993547,0.007193031750491718,-0.009800000000000001,1423787325.68,1.01980698,1.0677882865248118,0.9825041001473725,1.1193626965302708,1.1351197413367882,1.1577329044006575,1.1516089720068685,1.2284808746879388,1.3163703276019125,1.353745240491317,1.4508083410360675,1.397439717855386,1.4337761689894164,1.397870900966307,1.3413283649782846,1.2610907370783497,1.174328539029956,0.060679966282663686,0.08351222253441973,0.12008991289688109,0.020904748524866568
39,2024-12-02,3021,兆威机电,180.82,0.023393429930317546,0.032463223094790425,0.029900000000000003,1777265481.21,1.08160098,1.0653080673175739,1.0249714557182747,1.0743711439935058,1.2127279078571886,1.1461579137386029,1.270235628384066,1.3225213213667366,1.3214220416444167,1.4319458340644367,1.4546177751773466,1.3933470343755026,1.4313146263846068,1.4098703987023335,1.3684204345597497,1.7282074128951368,1.5028459388929838,0.10282048445968359,0.11613206503705356,0.05275965048114162,-0.01587213803782772
40,2024-11-29,3021,兆威机电,168.45,0.0,0.06767586821015124,0.050199999999999995,1041993255.03,1.0470494,0.963421627244964,1.0976221172071903,1.1130731242266925,1.1352470880329308,1.1292420963885426,1.204620971203726,1.290803410270748,1.3274524170165192,1.42263033053183,1.3702982478658716,1.4059289621545996,1.3707210564162908,1.3152767055764656,1.289894706156525,1.0776922552598023,0.9394980990988223,0.04967646185811811,0.08004155535767293,0.130068269516177,0.05639655684179279
41,2024-11-28,3021,兆威机电,153.35,0.03860449951092283,0.012259537006847053,-0.002999999999999999,634452184.41,0.9849363,0.9476428689240599,0.9933156162575831,1.1212341059983033,1.0596864601015827,1.174403178133276,1.2227441966322337,1.2217278516559928,1.3239132180376136,1.3448746830622755,1.28822649030468,1.32332963158429,1.303503255611264,1.2651804684568144,1.2512052343950213,0.597803221378909,0.5540560005680129,-0.03440495598304539,0.007394848386044905,0.24134333224649507,0.09846755787414407
42,2024-11-27,3021,兆威机电,155.19,0.01011663122623876,0.03982215348927126,-0.0121,767564728.99,0.92013006,1.048300220798742,1.0630569333468818,1.084234505108289,1.078499349112413,1.1504910572545344,1.2328008690619068,1.2678030444566601,1.358704117047228,1.3087235882718347,1.342753228409853,1.3091273978250604,1.2561744513453383,1.231932997771189,1.273292708944021,0.658487919377499,0.6395911690194483,-0.019086281332560018,0.023190927250467286,0.17062955087312326,-0.011856434048585607
43,2024-11-26,3021,兆威机电,153.33,0.06808843670514575,0.0,-0.0686,920657743.16,0.9621361999999999,1.008507470236992,1.1383823562988828,1.07589339544251,1.1923646007698934,1.241444950939704,1.2404130618964828,1.3441612600100268,1.3654433114733162,1.3079287364113599,1.34356874813558,1.3234391458729502,1.2845302467345496,1.2703412742479097,1.2803815943567058,0.7104712852715471,0.7712441538409552,-0.03714863366594924,0.015359029544120826,0.17928650622839615,0.00013043761820896727
44,2024-11-25,3021,兆威机电,170.09,0.01957787053912625,0.08889411488035748,0.033,1469705027.18,1.1392957,1.1553333377097599,1.1783491837102775,1.1721161996516156,1.2503569954605487,1.3398115360581817,1.37785200111456,1.4766435486818332,1.4223245660204107,1.459308076958004,1.4227634274061869,1.3652140126204966,1.3388683310391893,1.3838181842945343,1.3377059582011064,1.0994094599016484,1.2640355959109324,0.07452525133752728,0.12274678111587992,0.06308424951496261,-0.09853606913986712
45,2024-11-22,3021,兆威机电,161.17,0.028913569522864214,0.07687534901036165,0.10289999999999999,1514150640.29,1.04819616,1.183182127747488,1.1182339833409345,1.2392887834070616,1.29030063616742,1.2892281382786375,1.397059231333388,1.4191788142607211,1.3594008170686853,1.3964434018131529,1.3755216214429415,1.335081505855979,1.3203341421390336,1.3307695878782086,1.3700802553502143,1.2100458861620444,1.3711380421290147,0.0702239870943723,0.09215114475398632,0.05534528758453816,-0.048644288639324795
46,2024-11-21,3021,兆威机电,150.98,0.057557292356603514,0.01616108093787255,-0.0496,1156158843.95,1.0140768,1.0342786194227518,1.0288077095802395,1.0974824143201354,1.1759998181843236,1.2093892754221403,1.2961020994653392,1.248424413451583,1.2808861447980573,1.248809617561259,1.1982964673881387,1.175171933887918,1.2146260047277755,1.1741516782702737,1.2020034954001875,0.940805209917253,1.1393586358155328,0.034269439660882285,0.052497019472777774,0.12657305603391178,0.015564975493443045
47,2024-11-20,3021,兆威机电,159.56,0.0,0.09306843820506389,0.06699999999999999,1418532199.18,1.1287793000000002,1.0668174775043389,1.1823061662495136,1.2309724891259095,1.2299493047929477,1.332822313843802,1.353924836225999,1.296895437079912,1.3322348002239894,1.3122750053224215,1.2736943301299435,1.2596250516115548,1.2695806745544733,1.3070838337646784,1.2045329640352893,1.1490504448873842,1.440210971824792,0.09106292303835549,0.11934068688894443,0.0659939834544998,-0.0537728754073703
48,2024-11-19,3021,兆威机电,145.27,0.0,0.10518345150409582,0.0579,1125519057.36,1.01992139,1.0145264240146699,1.082247828093627,1.1596753009084948,1.1926012659220093,1.278110395056212,1.2310945418054955,1.2631056590566485,1.2314743987450054,1.1816624415311925,1.1588589088005148,1.1977653021228525,1.1578528157534753,1.1853180108254007,1.2618809252096026,1.0310536152402734,1.1629903846392193,0.016149239347422066,0.055104288566118424,0.17085427135678377,0.039306119639292314
49,2024-11-18,3021,兆威机电,132.28,0.13070758996068937,0.007635319020259985,-0.0359,1042222821.9,0.94510723,1.0474201345201082,1.090534251581252,1.0896277995113373,1.1807643122475775,1.1994593063728214,1.1489362332210662,1.1802438264273534,1.1625611891734917,1.1283820762215817,1.1159179226723548,1.1247377362027045,1.1579622639825857,1.0671111385859835,1.1696761841956111,1.0542369083110783,1.1485765137601724,-0.06599637133353485,-0.019171454490474547,0.28583308134260665,0.09820078621106743
50,2024-11-15,3021,兆威机电,140.94,0.12210869873705128,0.03604370654179072,-0.019700000000000002,1402084729.95,0.9947104099999999,1.0611090606636133,1.1370241984124825,1.169307044263489,1.2531459851589268,1.2070484587106223,1.2384343258617692,1.2074208961780923,1.1585818800517484,1.1362237523036112,1.174370215064175,1.1352373105475073,1.162166047743543,1.237233513858948,1.1735585239834192,1.4646432795744364,1.6453485547253826,-0.013083581665957102,0.05923797360578983,0.14353625656307645,-0.0614445863488009
51,2024-11-14,3021,兆威机电,147.1,0.09796057104010875,0.001631543167912853,0.0147,1184269231.97,1.1082553400000001,1.153873567956148,1.1529144682464627,1.2493442804871755,1.2691250985063582,1.2156675949046185,1.2487935643316932,1.2300839018800986,1.1939196319782484,1.180731547966631,1.1900636250584016,1.2252178665299023,1.1290900172099876,1.2376121429053202,1.215338787664967,1.4792509355813226,1.6186401442806837,0.046213460231135296,0.1251393609789258,0.08470428280081577,-0.10074779061862671
52,2024-11-13,3021,兆威机电,149.03,0.0,0.08971348050728044,0.0922,704005661.61,1.06675174,1.143070573085168,1.1755250900244312,1.259809862811154,1.2134672026913063,1.245019971050438,1.2138416206764062,1.164742892408001,1.1422658704291746,1.1806151853424103,1.141274183053445,1.1683461196948195,1.2438127734673532,1.179799177916937,1.246958915776088,0.9573496875691587,1.1086031792660733,0.08739180030866268,0.16386633563712,0.07065691471515811,-0.11239347782325704
53,2024-11-12,3021,兆威机电,135.7,0.04082535003684614,0.011569638909358831,-0.0233,610437542.22,1.0411622,1.04029678597936,1.1273072507705448,1.1451558613797053,1.0969201329583655,1.1268103290453744,1.1099282426016541,1.0772965298576844,1.065396669297015,1.0738171810283375,1.1055375257924787,1.018799527922859,1.1167211185333157,1.0966234438942266,1.128679348229484,0.7233185799202567,1.0437823781524909,0.030169491525423687,0.11233603537214444,0.09823139277818727,-0.02520265291083268
54,2024-11-11,3021,兆威机电,141.15,0.0,0.10648246546227418,0.066,885640424.56,1.0715432,1.1019668831516798,1.1809775560442526,1.1375347770150404,1.1671131382925495,1.1378857658825157,1.0918593790229028,1.0707888514240198,1.106738466948655,1.069859218653297,1.0952371352071284,1.1659814808151645,1.1059735209964945,1.1689307540066334,1.1608051656563068,1.0719393883584234,1.5552721491932031,0.08875664187035062,0.1658094226000708,0.05582713425433927,-0.06284094934466877
55,2024-11-08,3021,兆威机电,128.53,0.05407297907103391,0.029253870691667353,0.005199999999999998,618582691.29,0.9991688,1.0827393183987517,1.0998822867173867,1.0535535509821288,1.082262042403551,1.066047386854473,1.0347057642485333,1.0232763629884134,1.0313639709819828,1.0618302564119968,0.9785214329936861,1.0725717073990158,1.0532685914780873,1.0840571701791362,1.0817484536238045,0.8280741499117542,1.2455390011466247,0.04770870613864471,0.1112502917606785,0.15949583754765428,0.055784641717886885
56,2024-11-07,3021,兆威机电,125.62,0.059067027543384706,0.03224008915777751,-0.006000000000000001,858180660.85,1.0283924,1.1021278059944317,1.0615855497146922,1.0891890670320614,1.0619131042803647,1.0189597386488036,0.9992960166459176,1.032845401798691,0.99842845221107,1.0221119738402784,1.0881329663751909,1.032131528618253,1.0908853268880185,1.0833022557152217,1.069480315570371,1.2949722304057307,1.895255235410167,0.06796688425409952,0.10862919917210635,0.1863556758477949,0.02316510109855119
57,2024-11-06,3021,兆威机电,127.03,0.043926631504369144,0.009682752105801811,0.0346,1246859095.02,1.08364004,1.1007972694077184,1.0544299931924703,1.0831623669629706,1.0669342225802818,1.0355665271458971,1.0241276178643823,1.0322219538700397,1.0627135839429702,0.9793354566252329,1.073463970651421,1.0541447966330486,1.0849589880900365,1.0826483509331002,1.060765234527997,2.3318524884947496,3.2503363970942964,0.1087774541446901,0.13418090214909853,0.1731874360387311,-0.011099740218845966
58,2024-11-05,3021,兆威机电,120.78,0.0,0.1073853286968041,0.04739999999999999,521756261.35,1.0716996799999998,1.0322767357233407,1.0591181605698967,1.0325952469897333,0.9908277605404354,0.9717069249499681,1.0043300609754515,0.9708633126917994,0.9938929671594992,1.058091217297202,1.003635896782447,1.0607675891887363,1.0533938754460084,1.039953538717683,1.0558438415976523,1.601833946341041,1.789786024000376,0.09499917204835241,0.10626759397251219,0.16865375062096377,0.04007285974499086
59,2024-11-04,3021,兆威机电,110.03,0.016540943379078372,0.04716895392165771,0.023199999999999995,489689529.98,1.01583296,0.9730445113420416,0.9995591958405031,0.9845836100521735,0.9556370094500172,0.9450810048181518,0.9525505848510727,0.9806887386174568,0.9037460969283055,0.9906093638358188,0.9727813274904908,1.0012171459537766,0.9990848537980381,0.9788907712638572,1.0084649409340196,1.566083318445274,1.710115489773504,0.0287194401526856,0.028455875670271746,0.28283195492138513,0.09770062710169958
60,2024-11-01,3021,兆威机电,101.95,0.04041196665031869,0.0046101029916625685,-0.0072000000000000015,197024351.7,0.9632145599999999,0.9882602191034496,0.9635117619795623,0.9245386361787805,0.9066970375039844,0.9371375952780462,0.9059098652448971,0.9273987719763984,0.9873019811830137,0.9364898725942019,0.9897992963744623,0.9829189045255742,0.9703777635892203,0.9852049611488662,0.9678582603569258,0.8000551435788911,0.7208426859341825,-0.04035311427170186,-0.04615007356547325,0.26071603727317316,0.07925453653751835
61,2024-10-31,3021,兆威机电,106.27,0.00969229321539476,0.012044791568645912,-0.0298,218208434.62,0.95787846,0.983979881732232,0.9692377081879422,0.94074227464525,0.9303507978498274,0.9377039556297452,0.965403542938257,0.8896601434632575,0.9751695434609828,0.9576193781805336,0.9856119907290433,0.983512932872387,0.9636335990356694,0.9927468202390476,0.9798492520998658,0.8983186325262466,0.7195904611645063,-0.005608356074150916,-0.009268843511809536,0.19535146325397568,-0.040651171544179854
